Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2005-07-08,5.464285850524902,47.20492935180664,65.06999969482422,49.349998474121094,19.309999465942383,57.36000061035156,24.662500381469727,,105.6500015258789,40.08000183105469,79.30000305175781,27.280000686645508,64.27999877929688,34.810001373291016,21.364999771118164,28.649999618530273,75.0,31.0,25.09000015258789,10.779999732971191,27.139999389648438,52.959999084472656,40.029998779296875,53.04999923706055,51.540000915527344,,30.936702728271484,46.88999938964844,49.900001525878906,59.400001525878906
2005-07-11,5.442857265472412,47.23994064331055,64.97000122070312,49.98500061035156,19.540000915527344,57.29999923706055,24.840070724487305,,107.30999755859375,40.29999923706055,78.95999908447266,27.700000762939453,64.79000091552734,34.959999084472656,21.385000228881836,28.969999313354492,76.12999725341797,31.239999771118164,25.290000915527344,10.886249542236328,27.1200008392334,53.900001525878906,40.91999816894531,52.43000030517578,51.790000915527344,,30.846771240234375,47.279998779296875,49.79999923706055,59.970001220703125
2005-07-12,5.462857246398926,47.11739730834961,64.30000305175781,49.47999954223633,19.780000686645508,57.5099983215332,25.066965103149414,,107.23999786376953,41.29999923706055,80.04000091552734,27.75,64.77999877929688,35.25,21.40999984741211,29.15999984741211,74.87000274658203,31.600000381469727,25.610000610351562,10.87874984741211,27.06999969482422,53.939998626708984,40.9900016784668,51.779998779296875,51.16999816894531,,30.801803588867188,47.560001373291016,50.09000015258789,59.88999938964844
2005-07-13,5.47857141494751,47.20492935180664,64.58000183105469,49.91999816894531,19.969999313354492,57.470001220703125,25.3629150390625,,108.0,40.97999954223633,81.44999694824219,27.59000015258789,64.41999816894531,35.4900016784668,21.46500015258789,29.59000015258789,75.12000274658203,31.6200008392334,25.65999984741211,10.885000228881836,27.229999542236328,54.58000183105469,40.81999969482422,51.400001525878906,51.45000076293945,,31.098581314086914,47.0,50.13999938964844,59.7599983215332
2005-07-14,5.8214287757873535,47.33622360229492,64.58000183105469,51.0,19.940000534057617,56.81999969482422,25.974544525146484,,108.55000305175781,41.040000915527344,82.41999816894531,27.8799991607666,64.5999984741211,35.689998626708984,21.59000015258789,29.600000381469727,75.43000030517578,31.90999984741211,25.969999313354492,10.948749542236328,27.600000381469727,54.75,41.189998626708984,50.25,51.61000061035156,,31.296432495117188,46.84000015258789,50.5099983215332,58.59000015258789
2005-07-15,5.935714244842529,47.056129455566406,64.75,50.66999816894531,19.889999389648438,56.66999816894531,26.02387046813965,,108.5,41.61000061035156,82.37999725341797,28.299999237060547,65.02999877929688,35.86000061035156,21.540000915527344,30.989999771118164,75.44999694824219,31.90999984741211,25.790000915527344,11.0625,27.56999969482422,54.5,41.459999084472656,50.81999969482422,51.709999084472656,,31.197505950927734,47.099998474121094,50.25,58.15999984741211
2005-07-18,5.92714262008667,46.390899658203125,64.73999786376953,50.81999969482422,19.649999618530273,56.36000061035156,25.69832420349121,,108.23999786376953,42.45000076293945,81.80999755859375,28.229999542236328,64.5999984741211,35.5099983215332,21.46500015258789,30.899999618530273,74.52999877929688,31.8799991607666,25.549999237060547,10.988750457763672,27.25,54.619998931884766,41.5,50.810001373291016,51.369998931884766,,30.90073013305664,46.900001525878906,49.9900016784668,58.150001525878906
2005-07-19,6.170000076293945,46.74102020263672,64.88999938964844,53.400001525878906,20.170000076293945,57.29999923706055,25.41223907470703,,109.72000122070312,43.20000076293945,83.69999694824219,28.709999084472656,65.0199966430664,35.209999084472656,21.665000915527344,30.850000381469727,74.29000091552734,31.950000762939453,26.15999984741211,10.984999656677246,27.3799991607666,54.880001068115234,41.7599983215332,50.58000183105469,51.849998474121094,,31.026634216308594,46.79999923706055,49.7599983215332,58.779998779296875
2005-07-20,6.2328572273254395,47.18742370605469,66.08000183105469,53.20000076293945,20.1200008392334,57.599998474121094,25.481294631958008,,109.61000061035156,43.95000076293945,84.5999984741211,27.440000534057617,64.95999908447266,35.15999984741211,21.665000915527344,30.899999618530273,74.68000030517578,31.850000381469727,26.190000534057617,11.055000305175781,27.059999465942383,55.02000045776367,41.59000015258789,49.75,51.939998626708984,,30.98166847229004,47.209999084472656,50.0,59.0
2005-07-21,6.184285640716553,47.555049896240234,65.70999908447266,52.29999923706055,19.559999465942383,56.970001220703125,25.21493911743164,,108.25,43.349998474121094,84.4000015258789,27.030000686645508,63.97999954223633,35.400001525878906,21.975000381469727,30.780000686645508,74.55000305175781,31.3799991607666,26.440000534057617,10.8462495803833,26.59000015258789,55.130001068115234,40.959999084472656,49.15999984741211,51.79999923706055,,30.73885154724121,46.5099983215332,49.38999938964844,57.88999938964844
2005-07-22,6.285714149475098,47.76512145996094,66.19999694824219,52.40999984741211,19.31999969482422,57.790000915527344,25.481294631958008,,109.12999725341797,43.470001220703125,84.44000244140625,26.75,64.31999969482422,35.599998474121094,22.014999389648438,30.940000534057617,74.70999908447266,31.139999389648438,25.68000030517578,10.828749656677246,26.5,54.9900016784668,41.09000015258789,50.79999923706055,51.13999938964844,,30.7298583984375,46.68000030517578,49.540000915527344,59.5
2005-07-25,6.258571624755859,47.75636672973633,66.05000305175781,51.849998474121094,18.850000381469727,58.369998931884766,25.293859481811523,,108.31999969482422,43.060001373291016,84.19999694824219,26.520000457763672,63.34000015258789,35.439998626708984,21.825000762939453,30.6200008392334,74.16999816894531,30.739999771118164,25.690000534057617,10.6537504196167,26.420000076293945,54.939998626708984,40.75,50.79999923706055,50.45000076293945,,30.594959259033203,46.369998931884766,49.45000076293945,59.939998626708984
2005-07-26,6.2328572273254395,47.51128387451172,66.3499984741211,51.81999969482422,19.059999465942383,57.849998474121094,25.530620574951172,,107.72000122070312,43.689998626708984,84.12000274658203,26.889999389648438,62.66999816894531,35.369998931884766,21.844999313354492,30.360000610351562,73.77999877929688,30.690000534057617,25.540000915527344,10.550000190734863,26.239999771118164,55.11000061035156,40.81999969482422,52.0,50.36000061035156,,30.693885803222656,46.56999969482422,49.529998779296875,59.599998474121094
2005-07-27,6.284285545349121,48.09773635864258,66.69999694824219,52.790000915527344,19.18000030517578,58.33000183105469,25.481294631958008,,109.1500015258789,43.349998474121094,83.87000274658203,27.059999465942383,64.54000091552734,35.349998474121094,22.0049991607666,30.079999923706055,73.6500015258789,31.219999313354492,25.719999313354492,10.5,26.700000762939453,55.369998931884766,41.40999984741211,51.41999816894531,50.810001373291016,,30.846771240234375,46.79999923706055,49.79999923706055,59.599998474121094
2005-07-28,6.257143020629883,48.55289077758789,66.0,54.45000076293945,19.299999237060547,58.939998626708984,25.599674224853516,,109.66999816894531,43.869998931884766,83.80000305175781,27.34000015258789,64.7300033569336,35.459999084472656,22.19499969482422,30.280000686645508,74.69999694824219,31.290000915527344,25.75,10.5625,26.770000457763672,55.81999969482422,43.04999923706055,52.91999816894531,51.349998474121094,,31.1705265045166,48.0,49.81999969482422,60.0
2005-07-29,6.092857360839844,48.14149856567383,66.01000213623047,53.90999984741211,19.149999618530273,58.0099983215332,25.293859481811523,,107.4800033569336,43.5099983215332,83.45999908447266,27.139999389648438,63.959999084472656,35.13999938964844,21.8799991607666,31.170000076293945,75.0,31.059999465942383,25.610000610351562,10.475000381469727,26.5,55.630001068115234,44.02000045776367,52.29999923706055,50.70000076293945,,30.783817291259766,47.86000061035156,49.349998474121094,58.75
2005-08-01,6.107142925262451,47.992698669433594,65.75,54.02000045776367,19.260000228881836,58.43000030517578,25.264265060424805,,107.12000274658203,42.86000061035156,83.43000030517578,27.110000610351562,64.5,35.29999923706055,21.934999465942383,31.18000030517578,75.30000305175781,30.68000030517578,25.920000076293945,10.357500076293945,26.639999389648438,55.31999969482422,44.290000915527344,52.619998931884766,50.02000045776367,,30.55898666381836,47.95000076293945,49.529998779296875,59.22999954223633
2005-08-02,6.170000076293945,48.49161911010742,66.33000183105469,54.459999084472656,19.489999771118164,59.560001373291016,25.21493911743164,,109.5199966430664,42.40999984741211,83.30999755859375,27.559999465942383,64.62999725341797,35.54999923706055,22.139999389648438,31.479999542236328,74.87999725341797,30.690000534057617,26.809999465942383,10.728750228881836,26.940000534057617,55.36000061035156,44.630001068115234,53.029998779296875,50.25,,30.46905517578125,47.970001220703125,49.79999923706055,59.810001373291016
2005-08-03,6.174285888671875,48.5616455078125,66.6500015258789,54.38999938964844,19.540000915527344,60.349998474121094,25.42210578918457,,110.87000274658203,42.22999954223633,84.05999755859375,27.639999389648438,64.87000274658203,35.61000061035156,22.334999084472656,31.6200008392334,74.19000244140625,30.81999969482422,27.25,10.864999771118164,26.93000030517578,55.0,44.63999938964844,53.15999984741211,50.099998474121094,,30.774824142456055,48.15999984741211,49.68000030517578,59.0
2005-08-04,6.101428508758545,48.88550567626953,66.2699966430664,54.02000045776367,19.43000030517578,60.40999984741211,25.27412986755371,,109.25,41.279998779296875,83.12000274658203,27.010000228881836,64.1500015258789,35.459999084472656,22.18000030517578,31.200000762939453,73.3499984741211,30.34000015258789,27.31999969482422,10.649999618530273,26.600000381469727,54.16999816894531,44.72999954223633,52.959999084472656,49.52000045776367,,30.30717658996582,47.72999954223633,49.290000915527344,58.52000045776367
2005-08-05,6.141428470611572,48.850494384765625,66.19000244140625,53.61000061035156,19.299999237060547,60.34000015258789,25.13602066040039,,109.69999694824219,40.95000076293945,83.36000061035156,26.770000457763672,63.540000915527344,35.25,22.030000686645508,31.299999237060547,72.98999786376953,30.65999984741211,27.760000228881836,10.62874984741211,26.25,54.099998474121094,44.0099983215332,52.060001373291016,49.369998931884766,,29.965435028076172,47.290000915527344,49.31999969482422,58.09000015258789
2005-08-08,6.092857360839844,48.75421142578125,65.98999786376953,53.68000030517578,19.25,61.2599983215332,25.066965103149414,,109.91000366210938,40.59000015258789,83.36000061035156,26.709999084472656,63.439998626708984,34.9900016784668,21.834999084472656,32.13999938964844,72.33999633789062,30.450000762939453,27.1299991607666,10.538749694824219,26.209999084472656,54.25,43.65999984741211,51.18000030517578,49.349998474121094,,29.79456329345703,47.279998779296875,49.150001525878906,58.849998474121094
2005-08-09,6.260000228881836,48.657928466796875,67.12999725341797,54.34000015258789,19.610000610351562,61.220001220703125,25.787109375,,111.4800033569336,41.36000061035156,83.5,26.899999618530273,64.0199966430664,35.029998779296875,22.049999237060547,32.439998626708984,72.0,30.979999542236328,27.350000381469727,10.462499618530273,26.700000762939453,53.939998626708984,44.400001525878906,51.779998779296875,49.77000045776367,,29.94744873046875,48.22999954223633,49.220001220703125,59.459999084472656
2005-08-10,6.197143077850342,49.45444869995117,65.95999908447266,55.0,18.25,62.47999954223633,25.126155853271484,,112.02999877929688,41.65999984741211,82.0199966430664,26.8799991607666,63.849998474121094,34.79999923706055,21.950000762939453,32.70000076293945,72.0,31.170000076293945,26.950000762939453,10.337499618530273,26.389999389648438,53.709999084472656,44.4900016784668,51.61000061035156,49.97999954223633,,29.812549591064453,48.20000076293945,48.84000015258789,59.900001525878906
2005-08-11,6.285714149475098,49.717041015625,67.30999755859375,55.5,18.059999465942383,62.5,25.530620574951172,,114.13999938964844,41.5,82.66000366210938,26.81999969482422,64.30999755859375,34.810001373291016,22.05500030517578,34.689998626708984,72.36000061035156,31.09000015258789,27.270000457763672,10.244999885559082,26.440000534057617,53.65999984741211,44.650001525878906,52.369998931884766,51.630001068115234,,29.7675838470459,48.34000015258789,48.95000076293945,60.95000076293945
2005-08-12,6.585714340209961,49.60325241088867,66.54000091552734,54.79999923706055,17.799999237060547,62.279998779296875,25.41223907470703,,113.6500015258789,41.279998779296875,82.19000244140625,26.309999465942383,63.560001373291016,34.310001373291016,21.790000915527344,33.25,71.94000244140625,30.549999237060547,27.049999237060547,10.197500228881836,26.15999984741211,53.54999923706055,44.400001525878906,52.09000015258789,51.779998779296875,,29.72261619567871,47.939998626708984,48.70000076293945,61.04999923706055
2005-08-15,6.811428546905518,49.480709075927734,67.45999908447266,55.2599983215332,17.709999084472656,62.130001068115234,25.81670570373535,,114.66999816894531,41.61000061035156,82.5,26.530000686645508,63.349998474121094,34.650001525878906,21.770000457763672,33.599998474121094,72.18000030517578,30.65999984741211,27.1299991607666,10.271249771118164,26.200000762939453,54.18000030517578,44.59000015258789,51.97999954223633,51.75,,29.668657302856445,48.29999923706055,49.099998474121094,60.41999816894531
2005-08-16,6.607142925262451,49.06931686401367,66.2699966430664,53.689998626708984,17.6299991607666,60.939998626708984,25.90549087524414,,112.08000183105469,40.66999816894531,81.30000305175781,26.0,63.0099983215332,34.58000183105469,21.649999618530273,33.16999816894531,71.66000366210938,30.299999237060547,26.739999771118164,10.100000381469727,26.049999237060547,53.58000183105469,44.06999969482422,51.099998474121094,51.45000076293945,,29.758590698242188,47.38999938964844,47.56999969482422,59.06999969482422
2005-08-17,6.735714435577393,49.043060302734375,67.0199966430664,53.459999084472656,17.84000015258789,59.63999938964844,25.93508529663086,,111.12999725341797,40.619998931884766,81.30000305175781,26.09000015258789,63.5,34.459999084472656,21.655000686645508,33.869998931884766,71.76000213623047,30.559999465942383,26.950000762939453,9.994999885559082,26.15999984741211,53.41999816894531,43.790000915527344,51.2599983215332,51.619998931884766,,29.72261619567871,47.58000183105469,47.11000061035156,58.18000030517578
2005-08-18,6.614285945892334,49.1218376159668,66.62999725341797,53.150001525878906,17.65999984741211,59.47999954223633,25.727920532226562,,110.8499984741211,40.70000076293945,81.1500015258789,25.8799991607666,64.25,34.65999984741211,21.764999389648438,33.38999938964844,71.91999816894531,30.40999984741211,26.81999969482422,10.092499732971191,25.8799991607666,54.18000030517578,43.90999984741211,51.29999923706055,51.5,,29.578725814819336,47.38999938964844,47.2400016784668,58.11000061035156
2005-08-19,6.54714298248291,49.10432815551758,67.1500015258789,54.81999969482422,17.81999969482422,59.91999816894531,25.61940574645996,,111.2699966430664,40.369998931884766,82.76000213623047,25.649999618530273,63.56999969482422,34.540000915527344,22.19499969482422,33.380001068115234,72.06999969482422,28.059999465942383,26.719999313354492,10.042499542236328,25.549999237060547,54.540000915527344,44.34000015258789,51.18000030517578,51.7400016784668,,29.740604400634766,46.90999984741211,46.58000183105469,58.81999969482422
2005-08-22,6.552856922149658,49.26188278198242,67.79000091552734,54.810001373291016,17.690000534057617,60.34000015258789,25.382644653320312,,111.69999694824219,40.529998779296875,82.5999984741211,26.059999465942383,63.5,34.5099983215332,22.135000228881836,33.290000915527344,71.91999816894531,27.889999389648438,26.90999984741211,9.9087495803833,25.360000610351562,55.15999984741211,45.13999938964844,51.36000061035156,51.869998931884766,,29.79456329345703,46.790000915527344,46.66999816894531,59.06999969482422
2005-08-23,6.534285545349121,49.01679992675781,67.43000030517578,54.689998626708984,17.760000228881836,60.06999969482422,25.45170021057129,,111.80000305175781,40.63999938964844,82.02999877929688,25.719999313354492,62.7599983215332,34.349998474121094,22.094999313354492,33.040000915527344,70.98999786376953,27.579999923706055,26.8700008392334,9.882499694824219,25.09000015258789,55.400001525878906,45.029998779296875,51.060001373291016,51.529998779296875,,29.89348793029785,47.08000183105469,46.34000015258789,59.0
2005-08-24,6.538571357727051,48.52663040161133,67.12999725341797,53.209999084472656,17.520000457763672,59.83000183105469,25.057100296020508,,109.98999786376953,39.900001525878906,81.31999969482422,25.530000686645508,62.25,33.849998474121094,21.915000915527344,32.97999954223633,71.31999969482422,27.829999923706055,26.809999465942383,9.962499618530273,25.059999465942383,54.619998931884766,44.41999816894531,50.630001068115234,50.7400016784668,,29.488792419433594,46.290000915527344,45.54999923706055,58.880001068115234
2005-08-25,6.579999923706055,48.78046798706055,67.20999908447266,53.400001525878906,17.479999542236328,59.84000015258789,24.859800338745117,,110.5,40.18000030517578,81.0999984741211,25.459999084472656,62.529998779296875,34.119998931884766,21.905000686645508,33.29999923706055,71.30000305175781,27.770000457763672,27.030000686645508,9.983750343322754,24.8700008392334,55.0,44.599998474121094,50.63999938964844,50.619998931884766,,29.398860931396484,46.5,45.290000915527344,59.18000030517578
2005-08-26,6.534285545349121,48.15025329589844,66.30999755859375,53.4900016784668,17.399999618530273,59.380001068115234,24.98804473876953,,109.75,39.810001373291016,80.37999725341797,25.40999984741211,61.939998626708984,33.650001525878906,21.78499984741211,33.47999954223633,70.98999786376953,27.65999984741211,26.969999313354492,9.96500015258789,24.889999389648438,54.959999084472656,44.7400016784668,50.45000076293945,50.290000915527344,,29.317922592163086,46.13999938964844,45.70000076293945,58.40999984741211
2005-08-29,6.548571586608887,48.92051696777344,67.58000183105469,53.70000076293945,17.639999389648438,59.5099983215332,25.007774353027344,,110.1500015258789,40.540000915527344,81.33999633789062,25.729999542236328,63.0099983215332,33.90999984741211,22.0,33.16999816894531,71.08000183105469,28.1200008392334,27.149999618530273,9.930000305175781,25.100000381469727,55.63999938964844,44.27000045776367,50.79999923706055,50.36000061035156,,29.156044006347656,46.34000015258789,45.650001525878906,58.41999816894531
2005-08-30,6.652857303619385,48.316558837890625,66.73999786376953,53.779998779296875,17.510000228881836,60.540000915527344,24.948585510253906,,109.83999633789062,39.75,80.54000091552734,25.56999969482422,63.0,33.58000183105469,21.69499969482422,32.400001525878906,70.9800033569336,28.290000915527344,27.18000030517578,9.787500381469727,25.139999389648438,55.400001525878906,43.95000076293945,50.47999954223633,49.900001525878906,,29.09309196472168,45.650001525878906,45.189998626708984,58.61000061035156
2005-08-31,6.69857120513916,48.35157012939453,67.0199966430664,55.4900016784668,17.6200008392334,61.400001525878906,24.84993553161621,,111.18000030517578,40.31999969482422,80.62000274658203,25.719999313354492,63.38999938964844,33.88999938964844,22.0,32.45000076293945,71.1500015258789,28.229999542236328,27.3799991607666,9.863750457763672,25.479999542236328,55.47999954223633,43.0099983215332,51.5,50.0,,29.416847229003906,46.33000183105469,44.959999084472656,59.900001525878906
2005-09-01,6.608571529388428,48.404090881347656,65.98999786376953,56.939998626708984,17.649999618530273,62.709999084472656,24.356685638427734,,113.12000274658203,40.61000061035156,79.54000091552734,25.260000228881836,63.130001068115234,34.060001373291016,21.940000534057617,31.549999237060547,70.86000061035156,28.40999984741211,27.200000762939453,9.78125,25.299999237060547,55.7599983215332,42.209999084472656,52.04999923706055,50.02000045776367,,29.335908889770508,45.75,45.0,61.68000030517578
2005-09-02,6.6028571128845215,48.456607818603516,64.33999633789062,58.25,17.719999313354492,62.29999923706055,24.425739288330078,,113.20999908447266,40.33000183105469,79.45999908447266,25.280000686645508,62.900001525878906,34.11000061035156,21.950000762939453,31.899999618530273,71.5,28.829999923706055,27.020000457763672,9.6274995803833,25.329999923706055,55.9900016784668,42.439998626708984,52.529998779296875,50.599998474121094,,29.210002899169922,45.130001068115234,44.54999923706055,60.68000030517578
2005-09-06,6.971428394317627,49.857086181640625,65.02999877929688,58.5099983215332,18.200000762939453,62.34000015258789,24.8302059173584,,114.58999633789062,41.709999084472656,81.0199966430664,25.700000762939453,63.790000915527344,34.56999969482422,22.260000228881836,32.65999984741211,72.69999694824219,28.989999771118164,27.0,9.741250038146973,25.8700008392334,56.56999969482422,43.27000045776367,53.189998626708984,51.029998779296875,,29.587718963623047,45.779998779296875,45.689998626708984,61.060001373291016
2005-09-07,6.954285621643066,50.21596145629883,64.5,59.06999969482422,18.399999618530273,62.369998931884766,24.87952995300293,,114.91000366210938,41.93000030517578,80.9800033569336,25.65999984741211,64.80000305175781,34.88999938964844,22.325000762939453,33.70000076293945,73.7699966430664,29.25,26.850000381469727,9.633749961853027,26.299999237060547,56.2599983215332,42.970001220703125,53.45000076293945,51.310001373291016,,29.434833526611328,46.04999923706055,45.86000061035156,61.459999084472656
2005-09-08,7.111428737640381,50.20720672607422,64.58999633789062,58.33000183105469,18.3700008392334,62.060001373291016,24.613174438476562,,115.16000366210938,41.18000030517578,80.80000305175781,26.09000015258789,64.0999984741211,34.63999938964844,22.139999389648438,33.369998931884766,73.12000274658203,29.190000534057617,26.610000610351562,9.813750267028809,26.510000228881836,56.150001525878906,42.400001525878906,53.83000183105469,50.869998931884766,,29.210002899169922,44.88999938964844,45.86000061035156,61.29999923706055
2005-09-09,7.329999923706055,50.93370819091797,65.4000015258789,58.86000061035156,18.579999923706055,63.810001373291016,24.70195960998535,,116.16999816894531,41.220001220703125,81.44000244140625,25.25,64.7300033569336,34.81999969482422,22.024999618530273,34.13999938964844,73.5199966430664,29.309999465942383,26.579999923706055,9.8149995803833,26.329999923706055,56.900001525878906,41.86000061035156,54.5099983215332,51.439998626708984,,29.434833526611328,44.90999984741211,45.88999938964844,63.20000076293945
2005-09-12,7.342857360839844,51.28382873535156,65.13999938964844,59.290000915527344,18.479999542236328,63.29999923706055,24.780879974365234,,118.0,41.33000183105469,81.4800033569336,24.989999771118164,64.68000030517578,34.56999969482422,22.125,33.79999923706055,74.2300033569336,29.15999984741211,26.610000610351562,10.0,26.34000015258789,56.560001373291016,41.90999984741211,54.27000045776367,51.34000015258789,,29.308929443359375,45.279998779296875,45.88999938964844,62.52000045776367
2005-09-13,7.260000228881836,50.53982162475586,65.4000015258789,59.400001525878906,18.25,62.369998931884766,24.475065231323242,,117.19999694824219,40.599998474121094,80.75,24.899999618530273,64.05000305175781,34.150001525878906,21.829999923706055,33.119998931884766,74.0,28.670000076293945,26.479999542236328,9.90999984741211,25.979999542236328,55.540000915527344,42.599998474121094,53.029998779296875,51.52000045776367,,29.227989196777344,44.91999816894531,45.06999969482422,61.869998931884766
2005-09-14,7.0871429443359375,49.865840911865234,64.18000030517578,58.29999923706055,17.84000015258789,62.54999923706055,23.784515380859375,,115.9000015258789,40.34000015258789,80.4800033569336,24.489999771118164,64.30000305175781,34.2400016784668,21.760000228881836,32.36000061035156,73.72000122070312,28.700000762939453,26.309999465942383,9.811249732971191,26.030000686645508,55.02000045776367,42.540000915527344,52.939998626708984,50.959999084472656,,29.254968643188477,44.709999084472656,44.70000076293945,62.470001220703125
2005-09-15,7.124285697937012,50.382266998291016,65.08000183105469,57.7400016784668,18.030000686645508,62.45000076293945,23.676000595092773,,115.94999694824219,40.34000015258789,80.01000213623047,24.549999237060547,64.37000274658203,34.130001068115234,21.815000534057617,33.45000076293945,73.30999755859375,28.760000228881836,26.270000457763672,9.867500305175781,25.700000762939453,55.5,42.97999954223633,53.400001525878906,50.68000030517578,,29.129064559936523,44.45000076293945,44.31999969482422,62.459999084472656
2005-09-16,7.315714359283447,52.04533767700195,64.80000305175781,57.720001220703125,18.420000076293945,63.380001068115234,23.784515380859375,,118.4000015258789,39.900001525878906,80.33000183105469,24.809999465942383,65.18000030517578,34.9900016784668,21.700000762939453,34.2400016784668,73.3499984741211,28.899999618530273,26.06999969482422,9.807499885559082,25.899999618530273,55.95000076293945,43.5,54.04999923706055,51.380001068115234,,29.506778717041016,45.16999816894531,43.869998931884766,63.70000076293945
2005-09-19,7.519999980926514,51.66896057128906,64.0999984741211,56.970001220703125,18.170000076293945,64.30999755859375,23.577350616455078,,118.27999877929688,39.529998779296875,79.43000030517578,24.68000030517578,64.6500015258789,34.59000015258789,21.68000030517578,33.5,72.5,28.649999618530273,26.0,10.431249618530273,25.600000381469727,55.560001373291016,43.4900016784668,53.5,50.880001068115234,,29.299936294555664,44.540000915527344,44.0099983215332,64.62999725341797
2005-09-20,7.598571300506592,51.20505142211914,63.45000076293945,56.810001373291016,17.969999313354492,64.04000091552734,23.42937469482422,,118.05000305175781,38.709999084472656,78.69999694824219,24.479999542236328,64.4000015258789,34.529998779296875,21.450000762939453,32.619998931884766,72.3499984741211,28.18000030517578,25.84000015258789,10.0,25.399999618530273,56.040000915527344,43.18000030517578,52.619998931884766,51.0,,29.01215171813965,43.349998474121094,43.209999084472656,64.52999877929688
2005-09-21,7.444285869598389,49.8921012878418,62.40999984741211,57.11000061035156,17.850000381469727,64.2699966430664,23.015045166015625,,115.68000030517578,38.349998474121094,77.55999755859375,24.5,64.69999694824219,34.0099983215332,21.125,31.420000076293945,72.33000183105469,27.799999237060547,25.489999771118164,9.925000190734863,25.309999465942383,55.900001525878906,41.97999954223633,52.59000015258789,50.58000183105469,,28.733362197875977,42.810001373291016,42.4900016784668,64.97000122070312
2005-09-22,7.414285659790039,49.8921012878418,62.5099983215332,58.0,18.110000610351562,63.77000045776367,22.91639518737793,,118.5,38.75,78.20999908447266,24.559999465942383,64.68000030517578,34.25,21.110000610351562,33.09000015258789,72.80000305175781,27.600000381469727,25.34000015258789,10.118749618530273,25.25,56.689998626708984,41.9900016784668,53.630001068115234,50.88999938964844,,28.724369049072266,42.84000015258789,43.189998626708984,64.9800033569336
2005-09-23,7.599999904632568,49.804569244384766,63.20000076293945,58.91999816894531,18.049999237060547,63.27000045776367,22.906530380249023,,119.47000122070312,38.529998779296875,78.0,24.3799991607666,63.9900016784668,34.06999969482422,21.174999237060547,32.63999938964844,72.55000305175781,27.6200008392334,25.270000457763672,10.1587495803833,24.8700008392334,56.7400016784668,42.75,55.0,51.70000076293945,,28.92222023010254,42.5099983215332,43.20000076293945,63.83000183105469
2005-09-26,7.6914286613464355,49.8921012878418,64.66999816894531,58.34000015258789,17.920000076293945,64.23999786376953,22.94598960876465,,120.0,38.40999984741211,77.41000366210938,24.219999313354492,63.869998931884766,33.91999816894531,21.184999465942383,33.2599983215332,73.12999725341797,27.829999923706055,25.270000457763672,10.168749809265137,25.190000534057617,56.59000015258789,43.95000076293945,55.400001525878906,51.790000915527344,,28.77832794189453,41.5,43.11000061035156,64.5999984741211
2005-09-27,7.634285926818848,49.62950897216797,66.55000305175781,58.720001220703125,17.719999313354492,64.18000030517578,23.044639587402344,,119.66999816894531,38.38999938964844,77.98999786376953,23.829999923706055,63.45000076293945,33.880001068115234,21.165000915527344,33.0099983215332,73.18000030517578,27.450000762939453,25.34000015258789,10.199999809265137,24.799999237060547,57.099998474121094,43.91999816894531,55.2599983215332,51.95000076293945,,28.643430709838867,43.16999816894531,43.099998474121094,64.62000274658203
2005-09-28,7.29714298248291,49.559486389160156,67.20999908447266,57.54999923706055,17.920000076293945,64.9800033569336,23.05450439453125,,120.0999984741211,37.849998474121094,79.5,23.950000762939453,63.209999084472656,33.91999816894531,21.434999465942383,33.099998474121094,72.68000030517578,27.520000457763672,25.670000076293945,10.162500381469727,24.860000610351562,57.439998626708984,44.04999923706055,55.34000015258789,51.90999984741211,,29.147050857543945,42.599998474121094,43.130001068115234,64.69999694824219
2005-09-29,7.477142810821533,50.338504791259766,67.27999877929688,57.9900016784668,17.860000610351562,65.7699966430664,23.636539459228516,,121.22000122070312,38.060001373291016,80.36000061035156,24.479999542236328,63.75,34.349998474121094,21.549999237060547,33.47999954223633,73.18000030517578,27.31999969482422,25.940000534057617,10.137499809265137,25.09000015258789,58.13999938964844,44.90999984741211,55.720001220703125,51.5,,29.254968643188477,43.25,43.540000915527344,64.80000305175781
2005-09-30,7.658571243286133,50.2772331237793,67.94999694824219,58.75,17.920000076293945,64.7300033569336,23.804244995117188,,121.58000183105469,38.13999938964844,80.22000122070312,24.649999618530273,63.279998779296875,33.93000030517578,21.594999313354492,33.4900016784668,73.36000061035156,27.209999084472656,25.729999542236328,10.210000038146973,24.969999313354492,59.459999084472656,44.869998931884766,56.20000076293945,51.84000015258789,,29.398860931396484,43.45000076293945,43.81999969482422,63.540000915527344
2005-10-03,7.7771430015563965,50.75,67.13999938964844,59.0099983215332,17.739999771118164,64.44999694824219,23.68586540222168,,121.6500015258789,38.119998931884766,80.44999694824219,24.600000381469727,62.58000183105469,34.119998931884766,21.604999542236328,33.869998931884766,72.52999877929688,27.25,25.5,10.287500381469727,25.290000915527344,59.310001373291016,43.86000061035156,56.779998779296875,51.70000076293945,,29.138057708740234,43.189998626708984,43.7599983215332,62.4900016784668
